0,1,2695.8126294036497
1,0,2695.8126294036497
0,2,2060.3985327943237
2,0,2060.3985327943237
0,3,3098.8077593871226
3,0,3098.8077593871226
0,4,1667.2881784969127
4,0,1667.2881784969127
0,5,1717.1858570809593
5,0,1717.1858570809593
0,6,1847.7539716296765
6,0,1847.7539716296765
0,7,2666.2795750844757
7,0,2666.2795750844757
0,8,1858.1914506626786
8,0,1858.1914506626786
0,9,3320.578725040273
9,0,3320.578725040273
0,10,1677.6232485002154
10,0,1677.6232485002154
0,11,1656.8846657526913
11,0,1656.8846657526913
0,12,3574.0839573258368
12,0,3574.0839573258368
0,13,1719.28561566565
13,0,1719.28561566565
0,14,1059.1132557168548
14,0,1059.1132557168548
0,15,727.942642624144
15,0,727.942642624144
0,16,2964.5137281177144
16,0,2964.5137281177144
0,17,3459.336852190535
17,0,3459.336852190535
0,18,3904.333258057314
18,0,3904.333258057314
0,19,1803.0200662477855
19,0,1803.0200662477855
0,20,4157.766976662084
20,0,4157.766976662084
0,21,1957.9977272514723
21,0,1957.9977272514723
0,22,1690.7880241630305
22,0,1690.7880241630305
0,23,2819.432592211858
23,0,2819.432592211858
0,24,2466.214385719913
24,0,2466.214385719913
0,25,2757.6084956388163
25,0,2757.6084956388163
0,26,4101.18702424651
26,0,4101.18702424651
0,27,6099.89862405804
27,0,6099.89862405804
0,28,2935.789025147012
28,0,2935.789025147012
0,29,3553.185493923924
29,0,3553.185493923924
0,30,2134.7648285137634
30,0,2134.7648285137634
0,31,2288.5858416078836
31,0,2288.5858416078836
0,32,1860.3548707703073
32,0,1860.3548707703073
0,33,3404.0492085582264
33,0,3404.0492085582264
0,34,2825.829031462569
34,0,2825.829031462569
0,35,1663.797935085266
35,0,1663.797935085266
0,36,1575.9655166867988
36,0,1575.9655166867988
0,37,3091.123590840247
37,0,3091.123590840247
0,38,2604.7415655716836
38,0,2604.7415655716836
0,39,2784.8389281662176
39,0,2784.8389281662176
0,40,2147.58838474158
40,0,2147.58838474158
0,41,1805.2828534210607
41,0,1805.2828534210607
0,42,1753.8222489756888
42,0,1753.8222489756888
0,43,2078.959803983743
43,0,2078.959803983743
0,44,2155.1333287817497
44,0,2155.1333287817497
0,45,1480.4629394153353
45,0,1480.4629394153353
0,46,4363.143680940034
46,0,4363.143680940034
0,47,1957.376823274993
47,0,1957.376823274993
0,48,3478.3566079787547
48,0,3478.3566079787547
0,49,1378.4027066836547
49,0,1378.4027066836547
0,50,1984.874260925359
50,0,1984.874260925359
0,51,2720.1386586819613
51,0,2720.1386586819613
0,52,1423.6609934920873
52,0,1423.6609934920873
0,53,2592.2883525498864
53,0,2592.2883525498864
0,54,1640.0893203318185
54,0,1640.0893203318185
0,55,1584.3481232542404
55,0,1584.3481232542404
0,56,2123.649296334157
56,0,2123.649296334157
0,57,2959.7744676125926
57,0,2959.7744676125926
0,58,1655.2378895969352
58,0,1655.2378895969352
0,59,2973.0591580958207
59,0,2973.0591580958207
1,2,1675.8336915454001
2,1,1675.8336915454001
1,3,691.475517747232
3,1,691.475517747232
1,4,1543.5485503529944
4,1,1543.5485503529944
1,5,2050.3395287069384
5,1,2050.3395287069384
1,6,1820.4241250858693
6,1,1820.4241250858693
1,7,474.58343619508867
7,1,474.58343619508867
1,8,2199.396395943862
8,1,2199.396395943862
1,9,412.0142745586866
9,1,412.0142745586866
1,10,2013.61870694415
10,1,2013.61870694415
1,11,1336.434160937595
11,1,1336.434160937595
1,12,1379.645269267571
12,1,1379.645269267571
1,13,1667.7020505596763
13,1,1667.7020505596763
1,14,1404.9785304640159
14,1,1404.9785304640159
1,15,1502.9266683281694
15,1,1502.9266683281694
1,16,1297.7347089365946
16,1,1297.7347089365946
1,17,390.8686414629399
17,1,390.8686414629399
1,18,3135.686653078861
18,1,3135.686653078861
1,19,1474.576829739011
19,1,1474.576829739011
1,20,4442.402552135064
20,1,4442.402552135064
1,21,2773.819500131595
21,1,2773.819500131595
1,22,2854.624129517185
22,1,2854.624129517185
1,23,3839.19076401435
23,1,3839.19076401435
1,24,2142.0546013289177
24,1,2142.0546013289177
1,25,3747.699506325859
25,1,3747.699506325859
1,26,2550.0000125336346
26,1,2550.0000125336346
1,27,5976.229476203791
27,1,5976.229476203791
1,28,3244.095370556316
28,1,3244.095370556316
1,29,4252.406069087313
29,1,4252.406069087313
1,30,2077.359585050211
30,1,2077.359585050211
1,31,2971.33898263281
31,1,2971.33898263281
1,32,2985.366608267945
32,1,2985.366608267945
1,33,4040.709950024765
33,1,4040.709950024765
1,34,2760.5405101251276
34,1,2760.5405101251276
1,35,2185.9100423584355
35,1,2185.9100423584355
1,36,1854.7007690240523
36,1,1854.7007690240523
1,37,2093.1834959123344
37,1,2093.1834959123344
1,38,1487.6427778848924
38,1,1487.6427778848924
1,39,2244.616605531788
39,1,2244.616605531788
1,40,2935.6815363452356
40,1,2935.6815363452356
1,41,2208.292496266912
41,1,2208.292496266912
1,42,2863.6780049165986
42,1,2863.6780049165986
1,43,2612.7808419857743
43,1,2612.7808419857743
1,44,2938.069439679687
44,1,2938.069439679687
1,45,2449.1447797988562
45,1,2449.1447797988562
1,46,4992.446745014742
46,1,4992.446745014742
1,47,2203.1208972111413
47,1,2203.1208972111413
1,48,5230.705052619851
48,1,5230.705052619851
1,49,1781.3278100773919
49,1,1781.3278100773919
1,50,2234.215196903152
50,1,2234.215196903152
1,51,2559.323869693101
51,1,2559.323869693101
1,52,1759.5053752652889
52,1,1759.5053752652889
1,53,3332.212225252852
53,1,3332.212225252852
1,54,1787.0167791669355
54,1,1787.0167791669355
1,55,1910.0257529016076
55,1,1910.0257529016076
1,56,2942.4280704426615
56,1,2942.4280704426615
1,57,3900.068707342072
57,1,3900.068707342072
1,58,2701.303361422338
58,1,2701.303361422338
1,59,2967.597314566156
59,1,2967.597314566156
2,3,2381.8818018044303
3,2,2381.8818018044303
2,4,1694.1785463390727
4,2,1694.1785463390727
2,5,1265.6785955668204
5,2,1265.6785955668204
2,6,1856.2718217797471
6,2,1856.2718217797471
2,7,2369.1296468199025
7,2,2369.1296468199025
2,8,1852.402926620986
8,2,1852.402926620986
2,9,2527.7413639948595
9,2,2527.7413639948595
2,10,1787.5331753494252
10,2,1787.5331753494252
2,11,1590.9860669404193
11,2,1590.9860669404193
2,12,2491.6963922902332
12,2,2491.6963922902332
2,13,1748.5864481053056
13,2,1748.5864481053056
2,14,1439.3224343684255
14,2,1439.3224343684255
2,15,1001.6207621792358
15,2,1001.6207621792358
2,16,2449.8153447557115
16,2,2449.8153447557115
2,17,3375.6407669137357
17,2,3375.6407669137357
2,18,3142.6439751979606
18,2,3142.6439751979606
2,19,1920.867284448405
19,2,1920.867284448405
2,20,3188.187450867419
20,2,3188.187450867419
2,21,1604.2473435514414
21,2,1604.2473435514414
2,22,1610.1028179341872
22,2,1610.1028179341872
2,23,2567.5861110699852
23,2,2567.5861110699852
2,24,1545.2591688098694
24,2,1545.2591688098694
2,25,2479.738700189246
25,2,2479.738700189246
2,26,2512.229051748515
26,2,2512.229051748515
2,27,5010.030757745742
27,2,5010.030757745742
2,28,2794.6346197010857
28,2,2794.6346197010857
2,29,3303.6866915596174
29,2,3303.6866915596174
2,30,1433.0100939374065
30,2,1433.0100939374065
2,31,2844.334971416786
31,2,2844.334971416786
2,32,2536.434198663819
32,2,2536.434198663819
2,33,2304.2751398231076
33,2,2304.2751398231076
2,34,1541.7241864217424
34,2,1541.7241864217424
2,35,1364.3990916562834
35,2,1364.3990916562834
2,36,1113.9969954394355
36,2,1113.9969954394355
2,37,1780.9242504164445
37,2,1780.9242504164445
2,38,1342.8373690936112
38,2,1342.8373690936112
2,39,1706.6728671506178
39,2,1706.6728671506178
2,40,2109.924106366975
40,2,2109.924106366975
2,41,1590.4688943197748
41,2,1590.4688943197748
2,42,1688.2493002865006
42,2,1688.2493002865006
2,43,2345.3876626894307
43,2,2345.3876626894307
2,44,2545.076229379829
44,2,2545.076229379829
2,45,1661.467361914673
45,2,1661.467361914673
2,46,3862.777814735531
46,2,3862.777814735531
2,47,1523.3758747025215
47,2,1523.3758747025215
2,48,4241.966109620895
48,2,4241.966109620895
2,49,1453.8543446076396
